%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1538079007655705612,10,1538079007655156622,map,0.00108857930172,-0.00152989011258,-0.00824725162238,0.000231705448795,0.00744194505909,0.000338603708343,-0.999972224171
1538079008652537634,11,1538079008652339214,map,0.00129795819521,-0.0019243528368,-0.00754434615374,0.000142961649733,0.00749328320633,0.000356426093274,-0.999971851218
1538079009654809690,12,1538079009654495337,map,0.000553051533643,-0.00164030934684,-0.00800765026361,0.00015659050757,0.00751000889276,0.000418395090212,-0.999971699695
1538079010656222851,13,1538079010655877240,map,-0.00541016506031,-0.0135657815263,0.0697424262762,0.000171833253443,0.00754161478575,0.000455108827768,-0.99997144329
1538079011658746158,14,1538079011658529765,map,0.0215741898865,-0.0157385300845,0.0918070599437,-0.00488643834665,0.0338250949007,0.0101699966287,-0.999364076222
1538079012659720369,15,1538079012659493039,map,-0.0118934530765,-0.0616218037903,0.349283367395,0.00871355082415,0.0980424568083,0.0436071074576,-0.99418819691
1538079012897551734,16,1538079012897346412,map,-0.0285382438451,-0.0608153603971,0.367566138506,0.00871355082415,0.0980424568083,0.0436071074576,-0.99418819691
1538079013137992461,17,1538079013137774731,map,-0.0514668747783,-0.074405580759,0.438077181578,0.0280807844165,0.121890749076,0.0966620185995,-0.987426234711
1538079013394378750,18,1538079013394163603,map,-0.067754521966,-0.0921230688691,0.517488777637,0.0278295350641,0.121686708471,0.0997920859528,-0.987147102281
1538079013617911929,19,1538079013617653129,map,-0.0725865885615,-0.0967642590404,0.570049226284,0.0281696177299,0.118529030824,0.101137285738,-0.987384722852
1538079013858698534,20,1538079013858526433,map,-0.0767021924257,-0.0927369967103,0.592008769512,0.0323055346976,0.113021640671,0.0995795944601,-0.988061923938
1538079014099160712,21,1538079014098900401,map,-0.0851675868034,-0.0993418172002,0.596403121948,0.0394852589805,0.105798304959,0.0963317748701,-0.98892255619
1538079014337637693,22,1538079014337430748,map,-0.090502589941,-0.108910277486,0.596294879913,0.0412992671763,0.0995842372135,0.0977841641322,-0.989351104247
1538079014589158151,23,1538079014588790113,map,-0.0920389145613,-0.118475228548,0.594859778881,0.039179916449,0.100759945863,0.102403536085,-0.988850789176
1538079014822630119,24,1538079014822129570,map,-0.0881708264351,-0.114944159985,0.587801277637,0.0350067591095,0.0990494538336,0.111118000345,-0.988239101893
1538079015055397665,25,1538079015055208539,map,-0.0793115571141,-0.082795239985,0.584282815456,0.0372853366433,0.0947948424439,0.122212945129,-0.987262750012
1538079015301646310,26,1538079015301443033,map,-0.077190823853,-0.0522406026721,0.581930458546,0.0416684111072,0.0948098294028,0.123149158534,-0.986969667476
1538079015542129425,27,1538079015541777475,map,-0.0838853046298,-0.0668133571744,0.580219388008,0.0456421774287,0.0925662042041,0.113367828566,-0.988178134207
1538079015785083712,28,1538079015784807715,map,-0.0901354774833,-0.0960078686476,0.580500841141,0.0461914798389,0.0899955999003,0.112170578306,-0.98852663118
1538079016017940964,29,1538079016017657529,map,-0.0869460254908,-0.104919709265,0.57952684164,0.047150547087,0.0878306474164,0.11226191761,-0.988665699384
1538079016258982354,30,1538079016258624232,map,-0.0780056044459,-0.096468552947,0.576748371124,0.048015545077,0.0846043861131,0.10925439632,-0.989242175691
1538079016499807783,31,1538079016499502284,map,-0.0664380341768,-0.0784608721733,0.571531295776,0.0479056714299,0.0838995104558,0.105349857004,-0.989730936376
1538079016741905775,32,1538079016741612340,map,-0.0593364536762,-0.0593460649252,0.565268099308,0.0429620983337,0.0842725004471,0.0967270604376,-0.990805873799
1538079016988663180,33,1538079016988089223,map,-0.0590171031654,-0.0329966135323,0.560988545418,0.0377931354275,0.0848026128252,0.0900105840446,-0.991603898002
1538079017220299360,34,1538079017219826585,map,-0.060728456825,-0.0132767725736,0.56616127491,0.0349367626309,0.0797827096024,0.0700376903595,-0.993734805567
1538079017464401775,35,1538079017464108101,map,-0.0628474056721,-0.00286076008342,0.564932227135,0.0362214928132,0.0842634544685,0.0550304280008,-0.994263207452
1538079017698020351,36,1538079017697823645,map,-0.0673130080104,0.0142360273749,0.55850237608,0.0359718806391,0.0828986110827,0.0475226606615,-0.994774065207
1538079017936667236,37,1538079017936435397,map,-0.0707080736756,0.0543210953474,0.550111889839,0.0333437235564,0.0822788347487,0.0436503010334,-0.995094488313
1538079018186752613,38,1538079018186520199,map,-0.0671120509505,0.101191096008,0.535617113113,0.0296907658828,0.0841826164665,0.035621735506,-0.99537070354
1538079018418012767,39,1538079018417734083,map,-0.0647327303886,0.143025487661,0.522680163383,0.0271514362898,0.081419018737,0.0269577515343,-0.995945290931
1538079018658948388,40,1538079018658750658,map,-0.0709028616548,0.167882055044,0.524325728416,0.0262395146508,0.0805902819072,0.0163256634244,-0.996268120059
1538079018898114679,41,1538079018897863110,map,-0.0754604712129,0.169182837009,0.530533075333,0.0243231722529,0.0822415242936,0.00191077616628,-0.996313737689
1538079019137945895,42,1538079019137776668,map,-0.0731015354395,0.174119487405,0.533909678459,0.0223110248476,0.0821628905137,-0.00111968978778,-0.996368518113
1538079019384042293,43,1538079019383761005,map,-0.0692131742835,0.215863108635,0.536906301975,0.0226740580013,0.0780839025628,0.00469285132369,-0.996677865913
1538079019618774075,44,1538079019618563509,map,-0.059719953686,0.264101147652,0.524811506271,0.0243278472339,0.0819738941149,0.00525600562955,-0.996323647686
