%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1538073508418633512,7,1538073508418362212,map,0.000523849099409,-0.00078756356379,-0.00950494594872,-0.00131834667797,0.00835716755298,-0.00046829508552,-0.999964099562
1538073509415067509,8,1538073509414722743,map,-0.000205201475183,-0.000313521799399,-0.00923436041921,-0.0014373186322,0.00837551592993,-0.000507637418513,-0.99996376292
1538073510416805969,9,1538073510416575567,map,0.000998059636913,-0.000667589425575,-0.0090606668964,-0.0014373186322,0.00837551592993,-0.000507637418513,-0.99996376292
1538073511420566861,10,1538073511420275240,map,0.00043496969738,-0.00137162581086,-0.00944277830422,-0.00156106729165,0.00839060081095,-0.000537781397058,-0.999963435171
1538073512416421194,11,1538073512416119271,map,-0.000335284654284,-0.00116606394295,-0.0115455677733,-0.00158354602048,0.00842151188136,-0.000532297134754,-0.99996314291
1538073513421040837,12,1538073513420593802,map,0.000285753107164,-0.00141134776641,-0.00922631565481,-0.00160951022491,0.00839581276606,-0.000549519936658,-0.999963308243
1538073514420762901,13,1538073514420526920,map,0.00138499320019,-0.00135084462818,-0.00787042547017,-0.0015410045608,0.00838317630911,-0.000531463054115,-0.999963531939
1538073515420739352,14,1538073515420413053,map,0.000314130302286,-0.00160214991774,-0.00924782268703,-0.00152592883626,0.00843445508091,-0.000539638811465,-0.999963119469
1538073516422821017,15,1538073516422585916,map,0.000213832216104,-0.000844281923492,-0.00929112359881,-0.00149426638293,0.0084901876218,-0.00055119511973,-0.999962689337
1538073516662441569,16,1538073516662161913,map,4.85661330458e-05,-0.00113146356307,-0.00906542874873,-0.00145475786882,0.00846763226182,-0.000525080673639,-0.999962952901
1538073516907240677,17,1538073516906966588,map,-7.14395282557e-05,-0.00130445230752,-0.00881828926504,-0.00146149302884,0.00846091210533,-0.000529717045665,-0.999962997518
1538073517146099098,18,1538073517145771973,map,-0.000317799538607,-0.00122171407565,-0.00856896396726,-0.00145159743122,0.0084803408354,-0.00049068399199,-0.999962867267
1538073517382309766,19,1538073517382018648,map,-0.000748489401303,-0.000976667040959,-0.00852298736572,-0.00141590408754,0.00848254167688,-0.000486808458106,-0.999962901672
1538073517623035808,20,1538073517622746788,map,-0.000617050391156,-0.00105583155528,-0.00854234304279,-0.00128088631763,0.0085759009878,-0.00050473369423,-0.999962278537
1538073517863591999,21,1538073517863157428,map,0.000354015501216,-0.000842284294777,-0.00851602014154,-0.00227646563595,0.00854245589136,-0.00191882121011,-0.999959080301
1538073518103726956,22,1538073518103426000,map,-0.00208773231134,-0.000328231486492,0.0120174102485,-0.00152172006345,0.00854354545781,-0.00204700452771,-0.999960250196
1538073518341533646,23,1538073518341323937,map,-0.00707368506119,0.000405260943808,0.0480116456747,0.0226874294822,0.0327455894545,0.000442809799575,-0.999206090271
1538073518584473860,24,1538073518584195684,map,-0.00829140190035,-0.0010101981461,0.0796504467726,0.0244778872516,0.0475670025761,-0.000949865084269,-0.998567629687
1538073518823060155,25,1538073518822842226,map,-0.0126137817279,-0.00405268371105,0.0993773564696,0.019750377016,0.0584327662656,-0.000767215406995,-0.998095659651
1538073519062235387,26,1538073519061957720,map,-0.0252598673105,-0.00280992360786,0.106072485447,0.0199116521946,0.0653749258374,-0.00463499320933,-0.997651322866
1538073519306981455,27,1538073519306785067,map,-0.0366089828312,-0.00175867450889,0.111318342388,0.0137334554418,0.06354446585,-0.0144719415953,-0.997779562813
1538073519544287705,28,1538073519543973221,map,-0.028839353472,-0.00307289254852,0.115282468498,0.00299494364497,0.065157064734,-0.0171455218444,-0.997723217284
1538073519783105247,29,1538073519782901361,map,-0.00850302167237,-0.00480155693367,0.156619250774,-3.47362232903e-06,0.0756115272393,-0.0209945656153,-0.996916307997
1538073520024528156,30,1538073520024308155,map,0.00665145041421,-0.00284023978747,0.20979718864,0.00654661809114,0.0777236061891,-0.0261664075125,-0.996610004942
1538073520265989672,31,1538073520265729177,map,0.00429438613355,-0.00164434558246,0.262800693512,0.00107786848608,0.0902261269523,-0.0260927820638,-0.995578852195
1538073520505746196,32,1538073520505411113,map,-0.00932243932039,-0.00663985451683,0.308146983385,0.0261905349987,0.10050497018,-0.0200544713847,-0.994389574072
1538073520744139113,33,1538073520743921251,map,-0.0297813322395,-0.0060097342357,0.338430911303,0.0212650171653,0.116005631947,-0.0107622616121,-0.992962570355
1538073520984731875,34,1538073520984459756,map,-0.0488606132567,-0.00347168999724,0.382486134768,0.00562845877689,0.0895957883744,0.0112043152336,-0.995899281292
1538073521227312637,35,1538073521226902595,map,-0.0699161738157,-0.000997786759399,0.436687707901,0.0397084323725,0.0580822393049,0.0158043246778,-0.997396569674
1538073521464703239,36,1538073521464481535,map,-0.0959948301315,0.0031803981401,0.497155368328,0.0191111646458,0.0924325068317,0.000743580340736,-0.9955352541
1538073521705406170,37,1538073521705157605,map,-0.135789334774,0.000953558599576,0.549297392368,0.0256600365801,0.113692028897,-0.0101645165443,-0.993132603277
1538073521944615789,38,1538073521944388743,map,-0.157753065228,-0.0281523950398,0.563173234463,0.0587107260308,0.121522732276,-0.0351846785448,-0.990225890686
1538073522183969422,39,1538073522183730078,map,-0.139722660184,-0.0466411188245,0.549550116062,0.0543546725802,0.111356564716,-0.0401484174536,-0.991480403054
